"TF1","TF2","TF3","TF4","TF5","TF6","TF7","TF8","TF9","TF10","TF11","TF12","TF13","TF14","TF15","TF16","TF17","TF18","TF19","TF20","TF21","TF22","TF23","TF24","TF25","TF26","TF27","TF28","TF29","TF30","TF31","TF32","TF33","TF34","TF35","TF36","TF37","TF38","TF39","TF40","TF41","TF42","TF43","TF44","TF45","TF46","TF47","TF48","TF49","TF50","TF51","TF52","TF53","TF54","TF55","TF56","TF57","TF58","TF59","TF60","TF61","TF62","TF63","TF64","TF65","TF66","TF67","TF68","TF69","TF70","TF71","TF72","TF73","TF74","TF75","TF76","TF77","TF78","TF79","TF80","TF81","TF82","TF83","TF84","TF85","TF86","TF87","TF88","TF89","TF90","TF91","TF92","TF93","TF94","TF95","TF96","TF97","TF98","TF99","TF100","TF101","TF102","TF103","TF104","TF105","TF106","TF107","TF108","TF109","TF110","TF111","TF112","TF113","TF114","TF115","TF116","TF117","TF118","TF119","TF120","TF121","TF122","TF123","TF124","TF125","TF126","TF127","TF128","TF129","TF130","TF131","TF132","TF133","TF134","TF135","TF136","TF137","TF138","TF139","TF140","TF141","TF142","TF143","TF144","TF145","TF146","TF147","TF148","TF149","TF150","TF151","TF152","TF153","TF154","TF155","TF156","TF157","TF158","TF159","TF160","TF161","TF162","TF163","TF164","TF165","TF166","TF167","TF168","TF169","TF170","TF171","TF172","TF173","TF174","TF175","TF176","TF177","TF178","TF179","TF180","TF181","TF182","TF183","TF184","TF185","TF186","TF187","TF188","TF189","TF190","TF191","TF192","TF193","TF194","TF195","TF196","TF197","TF198","TF199","TF200","TF201","TF202","TF203","TF204","TF205","TF206","TF207","TF208","TF209","TF210","TF211","TF212","TF213","TF214","TF215","TF216","TF217","TF218","TF219","TF220","TF221","TF222","TF223","TF224","TF225","TF226","TF227","TF228","TF229","TF230","TF231","TF232","TF233","TF234","TF235","TF236","TF237","TF238","TF239","TF240","TF241","TF242","TF243","TF244","TF245","TF246","TF247","TF248","TF249","TF250","TF251","TF252","TF253","TF254","TF255","TF256","TF257","TF258","TF259","TF260","TF261","TF262","TF263","TF264","TF265","TF266","TF267","TF268","TF269","TF270","TF271","TF272","TF273","TF274","TF275","TF276","TF277","TF278","TF279","TF280","TF281","TF282","TF283","TF284","TF285","TF286","TF287","TF288","TF289","TF290","TF291","TF292","TF293","TF294","TF295","TF296","TF297","TF298","TF299","TF300"
"TF11",0,0,0,0,0,-0.201811,-0.14988,0,0,0,-1,0,0.111188,0,0,0,0,0,0,0,0,-0.183799,0,0,0,0,0,0,0,0,0,0.0885947,0,0,0.0739256,0,0,0,0,-0.296397,0,0,0,0,0,0,0,0,-0.0798536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0900603,0,0,0,0,0,0,0,0,0.0787611,0,0,0,0,0,0,0,0,0,0,0,0,-0.142727,0,0,0,0.107477,0,0,-0.199446,0,0,0,0,0,0,0,0,0,0,0,0.118734,0,0,0,-0.165345,0,0,0,0,0,0,0,0,0,-0.136168,-0.139179,0,0,0.10014,-0.146468,0,0,0,0,0,0,0.0839119,0,0,0,0,0.111279,0,0,0.168049,0,-0.087605,0,0,0,0,0,0,0,0,0,0,0,0,0.0770619,0,0,-0.107318,0,0,0,0,0,0,0,0.0882632,0,0,0,0,0,0,0,0,0.142436,0,0,0,0.114381,0,0,0,0,0,0,0,0,0,0,0,0,0.12107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103624,0.15265,0,0,0,0,0,0,0,0.0878558,0,0,0,0,0,0,0,0,-0.114996,0,0,-0.138088,0.132892,0,0,0,-0.0763832,0,0,0,0,-0.173834,0,0,0,0,0,0,0.110418,-0.180062,0,0,0,0,0.150263,0,0,0,-0.0731102,0,0,0,0,0,0,0,0,-0.195493,0,0,0,0,0,0,0,0,0
"TF12",-0.184293,0,0,0,0,0,0,0,0,0,0,-1,-0.0758336,-0.130415,0,0.168872,0,0,0.0956675,0,0,0,0,0,0,0,0,0.159801,0,0,0,0,0,0,0,0,0,0,0,0.163371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23179,0,0,0,0,0,0,0,0,0,0.203341,0.177169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.208885,0,0,0,0,0,0,0,0,-0.156176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109722,0,-0.133937,0,0,0,-0.177515,0,0,0,0,0,0,0,0,0,0.098514,0,0,-0.149818,0,0,0,0,0,0,0,0,0,0,0,0,-0.142388,0,0,0,-0.099897,0,0,0,0,0,0,0,0,0.134269,0.10168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155626,0,0,0,0,0,0,0,0,0,0,0,0.134374,0,0,0,0.0979263,0,0,-0.111164,0,0,0,0,0,0,0,0,0.0845181,0,0,0,0,0,0,0,0,0.173234,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0886937,0,0,0,-0.107896,0,0,0,0,-0.254298,0,0,0,0,-0.0994573,-0.123923,0,0,0,0,0,0.202975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199102,0,0.172861,0.133381,0,0,-0.184751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0981096,0,0,-0.190399,0,0,0,0,0.0876796,0
"TF13",0,0,0,0,0,0,0,0,0,-0.105903,0,0,-1,0,0,0,0,0,0,0,0.201315,0,0,0,0,0,0,0,0.0927939,0,-0.132116,0,0,0,0,0,0,0,0,0,0,0,0,-0.118694,0,0,0,0,0,0,0,0,0,0,0,0.100194,0,0,0,0,0,0,0.152727,0,0,0,0,0,0,0,0,0,0,0,0,0.0844103,0,0,0.0867788,0,0,0,0,0,-0.175787,0,0,0,0,0,0,0.128625,-0.100811,0,0,0,0,0,0,0,-0.150488,-0.14376,0,0,-0.112154,0,0,0,0,-0.111701,0,0,0,0,0,-0.207763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.237965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150035,0,0,-0.0865631,0,0,0,0,0,0,0,0,0.147507,0,0,0,-0.188629,-0.13331,0,0,0,0.19698,0,0,0,0,0,0,-0.159626,0,0.17302,0,0,-0.118892,0,0,0,0,0,0,-0.127056,0,0,0.146823,0,0,0,0,0.0889371,0,0,0,0,0,0,0,0,0,0,0,0.157449,0,0,0,0.17336,0,0,0,0,-0.116715,0,0,0,0,0,0,0,0,0,0.166716,0,-0.119314,0,0,0,0,0,0,0,0,0,0,0.128013,0,0.183641,0,0.116143,0,0,0,0,0,0,0,0,0,0,0,0,-0.143488,-0.153083,0,-0.142687,0,0,0,0,0,0,0,0,0,-0.114185,0,0,0,0,0,0,0,0,0,0,0,0
"TF14",0,-0.15368,0,0,0,0,0,0,0,0,0,0,0,-1,0.268696,0,0,0,0,0,0,0,0,0,0.157603,0,0,0,0,0,0,0,0.0951065,0,0,0,0,0,0,-0.127688,0,0,0,0,0,0,0,0,0,0,0,0.130146,0.149853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1525,0,-0.141144,0,0,0,0,0.0744821,-0.182135,0,0,-0.0801233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11637,0,0,0,0,0,0,0,0,0.173283,0,0,0.200958,0,0,0.0877929,0,0,0,0,0,0,0,0,0,0,-0.0885477,0,0,-0.108544,0,0,0,0.254606,0,0,0.113686,0.134574,0,0,0,0,0,0,0,0.193285,0,0,0,0,0,0,0,0,0,0.212197,0,0,0,0,0,0,0,0,0,0.106011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174909,0,0,0,0,0,0.0767352,0,0,0,0,0,0,0.085904,0,0,-0.150077,0,0,0,0.0885105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158584,0.106495,0,0,0.133903,0,0,-0.0923172,0,0,0,0,0,-0.0985788,0.159955,0,0,0,0.236163,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106607,0.0737578,0,0,0,0,0,-0.11605,-0.224508,-0.122952,0,0,0,0,0,-0.104578,0.124363,0
"TF15",0,0,0,0,0,0,0,0,-0.0906933,0,0,0.0954579,-0.169597,0,-1,0,0.152332,0,0,0,0.0949791,0,0,0,0,0,0,0,0,-0.248688,0,0,0,0,0,0,0,0,0,0,0,0,0.0871809,0,0,0,0,0,0,0,0,0,0,0,0.0906406,0,0,0,0,0.103083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106368,0,0,0,0.119227,0,0,0,0,0,0,0,0.14069,0,-0.121258,0,0,-0.136596,0,0,0,0,0,0,-0.111299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896723,0,0,0,0,0,0,0,0,0,-0.141402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130588,0,0,0,0,-0.11337,-0.136461,0.116824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148816,-0.0987663,0,0,0,0,0,-0.0864882,0,0,0,0.11864,0,0,0.166907,0,0,0,-0.160655,0,0,0.14829,0,0,0,0,0,0,0,-0.0791771,0,0.11072,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122632,0,-0.10731,0,0,0,-0.189066,0,0.144061,0.0832774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145655,0,0,0,0,0,0,0,0,0,0,0,0,-0.0747742,0,0,0,0,0,0,0,0,0,0,0.161313,0,0,0,0,0,0,0,0,0,0,0,0.22312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107052,0,0,0,0,0,0,0,0.0801369,0,-0.0823482,0,0,0,0
"TF16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0.113899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0903209,0,0,0.111203,0,-0.116326,0,-0.155532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103075,0,0,0,-0.0794216,-0.102906,0,0,0,0,0,0,-0.102957,0,0,0,0,0,0,0,0,0,-0.0957167,0,-0.0851395,0,-0.0846575,0,-0.267293,-0.0918416,0,0,0,0.0958088,0,0,0,0,0,0,0,-0.0815268,0.192186,0,0,-0.116372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.191987,-0.111092,0,0.121851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744404,0,0,0.124453,0,0,0,-0.213087,0,0.118655,0,0,-0.108496,0,0,-0.102149,0,0,-0.0851765,0,0,0.130522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168569,0,0,0.11423,0,0,0,-0.159577,0,0,0.103671,0,0,0,0,0,0,0,0,0.11488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106292,0,0.0760757,0,0,0,0,0,0,0,0,0,0,-0.11004,0,0,0,0,-0.137306,0,0,0,0,0,-0.155444,0,0,0,0,0,0,0,0,0,0,-0.125074,0,0.105366,0,0,0,0.154777,0,0,0,0,0,0,0.110748,0.0868754,-0.0738707,0,0,0
"TF17",0,0,0,0,0,0.24983,0,-0.111577,-0.0825307,0,0,0.129341,0,0,-0.0944234,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14078,0,0,0,0,0,0,0,0,0,0,0,-0.11761,0,0,0,0.153537,0,0,0,0,0,0,0,0.0898557,0,0,0,0,0,0,0,-0.104801,0,0.0829347,0,0,0,0,0,0,0,-0.0864931,0,-0.208654,0,0,0,0,0,0,0,0,0,0.160931,-0.08118,0,0,0,0,0,0,0,0,-0.0822441,0,0,0.122717,0,0.198393,0,0,0,0,0,0.138984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15308,0,0.0758475,0,-0.112597,0.151007,0,0.0872595,0,0,0,0,0,0,0,0,0,-0.103265,-0.0792928,0,0,0,0,0,0.122775,0,0,0,-0.124301,0,0.136943,0.0883019,0,0,0,0,0,0.238245,0,0,0,0,0,0,0.157751,0,0,0.132237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106285,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.203934,0,0.200907,-0.0865155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.301861,-0.128215,0,0
"TF18",0,0,0,0,0,0.0875768,0,0,-0.165067,0,0,0,0,0,0,0,0,-1,0,0,0.111053,0,0,0,0,0,-0.0894763,-0.238827,0,0,0,0,0,0,0,0,0,0,0,0,0.207561,0,-0.100151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16018,0,0,0,0,0,0,0,0,0,0,0.230337,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104593,0,-0.114553,-0.16372,0,0,0,0.208581,0,-0.200685,0,0,0,0,0,0,0,0.112693,0,0,0,0,0,0,0,0,0,0,0.129668,0,0,0.0917542,0,0,0,0.112917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.141102,0,0,0,-0.13182,0.212187,0,0,0,0,0,-0.146818,0,-0.131359,-0.184934,0,0,-0.139049,0,0,0,0,0,0.0780538,0,0,0,0,-0.0960342,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.205582,0,0,0,0,0.168261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146933,0,0,0,0,0,0,0,0.116584,0,0,0,0,0,0,-0.0898913,0,0,0.25555,0,0,0.115627,0.140635,0,0,0,0,0,0,0,0.115084,0,-0.0898939,0,0,0,0,0,0,0,0,0,0,0,0,0.0913999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16681,0,0,0,0,0,0,0,0,0.128929,0,0,0,0,0,0,0,0,0.154178,0,0,0,0,0,-0.140389,0,0,0,0,0,0,0,0,0.0779604,0,0,0,-0.127263,0,0,0.135665,0
"TF19",0,0.135579,-0.12261,0,-0.124099,0,0,0,0.1341,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-0.228211,0.100579,0,0,0.092063,0,0,0,0.1942,0,0,0,0,0,0.193738,0,0,0,0,0,0.153145,0,-0.127448,0,0,0,0,0,-0.167873,0,-0.154792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0964083,0,0,0,0,0,0.115778,-0.119053,0,0,0,0,0,0,0,0,0,0,0,0.0738714,0,0,0,0.147967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194576,0.214649,0,0,0,0,0,-0.148105,0,0,-0.112939,0,0,0,0,0,-0.214989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862676,0,0,0,0,0,0,0,0,0,-0.0891788,0,-0.0777433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230394,0,0,0,0,0,0,0,0,0,0,0,0,0.0965503,0,-0.104873,0,0,0.145554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145775,0,-0.119354,0,0,0,0,0,0.140517,0.0855768,0,0,-0.133121,0,0,0,0,0,0,0.173748,0,0,0,0,0,0,0,0,0,0,0,0,-0.105598,0,0,-0.147407,0,-0.158267,0,0.122584,0,0,0,-0.141397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TF20",0,0,0.116284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0.0994451,0,0,0,0,0.187861,0,0.116887,0,0,0,0,0,0,0,0,0,0.151455,0,0,0,0.0916264,0,0,0,0,0,0,0,0,0,0.125484,0,0,-0.0934448,0,0,0,0,0,0,-0.0964967,0,0,0,0,0,0,0,0,0,0.0822678,0.174343,-0.110361,0,0,0,-0.160105,0,0.189688,0,0,0,0,0.168146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.236695,0,0,0,0,0,0,0,0,0,0,0,0,0.105674,0,0,0,0,0.074318,0,0,-0.15143,0,0,0,0,0,0.078144,0,0,0,0,0,0,0.132572,0.0830269,0,0.133937,0,0,0,0,0,0,0,-0.0852622,0,-0.108049,0,-0.124104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125347,0,0,0,0,0,0,0,-0.0948768,0,0,0,0,-0.251322,0,0,0,0,0,0,0,0.125035,0,0,0,0,0,0,0,0,0,0,0.125474,0,0,0,0,0,0,0,0,0,0,0,0,0.125061,0,0,0,0,0,0,0,0,0,0,0.196182,0,0,0.121007,0,0,0,0,0,0.121246,0,0,0,0,0,0.0954449,0,0,0,0.216928,0,0,0,0,0.0950684,0,0,0,0,0,0.134037,0,0,0,0,0,0,0,0,0,-0.161541,0,0.0775336,0,0,0,0,-0.104482,0,0,0,0.140649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TF21",0,0,0,0,0,0,0,0,-0.169967,-0.12278,0,0,0,0,0,0,0,-0.128158,0,0.174989,-1,0,0,0,0,0,0,0,-0.17654,0,0,0.196577,0,0.0795247,-0.0995062,0,-0.162527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173319,0,0,0,0.106068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0878874,0,0.143664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100019,0.0802223,0,-0.139025,0,0,0.0875645,0,0,0,-0.123817,0,-0.153667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113563,0.0980975,0,0,0,0,0,0,0,0,0,0,-0.0954797,0,0,-0.0865709,0,0,-0.0792136,-0.152952,0,0,0.108103,0,0,0.246145,0,0,0,-0.219204,0,0,0,0,0,0,0,0,0,0,-0.0936139,0,0,0,0,0,0.125309,0,0,0,0,0,0,0,-0.102327,0,0,0,0,0,0.0790255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0839525,0,0,0,0,0,0.146771,0,0,0,0,0,0,0,0,0,-0.0964528,0,0,0,0,0,0,0,0,0,-0.0843055,0,0,0,0,-0.149424,0,-0.161657,0,0,0,0,-0.112425,0,0,0,0,0,0,0,0,0,0.123567,-0.129449,0,0,0,0,0,0,0,0,0,0,-0.126989,0,0,0,0,0,0,0,0.102145,0,0,0,0
"TF22",0,0,0,0,0,0,0,0,0,-0.0869025,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-0.124236,0,0,0,0,0,0,0,0,0.122321,0,0.299667,0,0,0,0,0.183544,0,0,0,0,0,0,0,0,0,0,0,0,-0.228809,-0.0769914,0,0,0,0,0,0,0,-0.0860521,0,0.16984,0,0,0,0,0,0,0,0,-0.184829,0,0,0,0,0,-0.0835898,0,0,0,0,0,0.164815,0,0,0,0,-0.163284,0,-0.20628,0,0,0,0,0,0,0,-0.0967982,0,0,-0.0848586,0,0,0,0,0,0,0,0,0.0869404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158575,0,0.0891822,0,0,0,0,0,0,0,0,0,-0.0830654,0,0,0,0,0.141659,0,0,0,0.130081,0,0,0,0,0,0,-0.25927,0,0,0,0,0,0,0.175886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113287,0.0842498,0,-0.163341,0,0,0,0,0.109458,0,0,0,0,0,0,0,0,0,0,-0.10672,0,0,0,0,0,0,0.079961,0,0,0,0,0,0,-0.115149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30055,0,0,-0.118367,0,0,0,0,-0.105445,0,0,0.102573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109051,0.175957,0,0,0,0,0,0,0,0,0,0.0999283,0.145316,0.164965,0,-0.105563,0,0.116289,0,0,-0.189912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TF23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-0.100393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0898069,0,0,0,0,0,0,0,0,0,0,0,-0.0999607,0,-0.147839,0,0,0,0,0,0,0,0,0.153162,0,0,0,0,0,0,-0.140491,0,0,0,0,0,0,0,0,0,0,0,0,0.1678,0,-0.0972437,0,0.135832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.155139,0,0,0,0,0.10015,0,0,0,0,0,0,0.077618,0,-0.108497,0,0,0.0867,0,0,-0.106364,0,0,0,0,0,0,0,0,0,0.126425,0,0,0,0,0,0.159542,0,0,-0.0916782,0,0,0,0,0,-0.157909,0,0.0808983,0,0,0.132995,0,-0.165012,0,0,0,0,0,0.162587,0,0,0,0,0,0.125955,0,0,0,0,-0.120733,0,0,0,0,0,0,0,-0.0788198,0,0,0,0,0,0,0.0965598,0,0.0831366,0,0,0,-0.0982666,0,-0.262012,0,-0.15349,-0.169589,0,-0.183343,0,0,0,0,0,0,0,0,0,0,-0.0824615,-0.11339,0,-0.110753,0,0,0,0,0,0,0,0,0,0,0,0.141316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12402,-0.113481,0,0,0,0,0,0,-0.112915,0,0.147426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809795,0,0,0,0,0,0,0,0,0,0,0,0,0.158556
"TF24",0.0811126,0,0,0,-0.093061,0,0,0,0,0,0,0,0,0,0,0,-0.113849,0.137285,0.118216,0,0,0,0,-1,0,0,-0.0992132,0,0,0,0,0,0,0,0,0,0,0.165316,0,0,0,0,0,0,0,-0.171103,0,0,0,0,0,0,-0.188842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0968917,-0.197431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129447,0,0.108676,0,0,0,0,0,0.0850426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167412,0,0,0,0,0,0,0,0,0,0.0956917,-0.106427,0,-0.158458,0,0,-0.0732255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106703,0,0,0,-0.0777339,0,0,0,-0.153196,0,0,0,0,0,0,0,0.101847,0,0,0,0.211105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0987264,0,0.206597,0,0,0,0,0,0.0879006,0.118506,0,-0.0952778,0,0,0,0,0.113555,0,0,0,0,-0.146048,0,0.273278,0,0,0.152977,0,0,0,0,0.0904235,0,0,-0.0831838,0,0.148887,0,0,0,0,0,0,0,0.102129,-0.225863,0,0,0,0,0,0,0,0,0.194681,0,0,0,0,0,0,0,0,-0.0882076,-0.111385,0,0,0,0,0,-0.0778924,0
"TF25",0,0,0,0,0,0,0,0,0,0,0,0,-0.123839,0,0,0,0,0,0,0,0,0,0,-0.134825,-1,-0.0781489,-0.176888,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0972362,0,0,0,0,0,0,0,0,-0.184144,0,0,0.186598,0,0,0,0,0,-0.139606,-0.115406,0,0,0,0,0,0,0,0,0,0,0,0,-0.127593,0,0.205808,0,0,0,0,0.144564,0,0,0,0,0.118515,0,0,0,0.0853888,0,0.116274,-0.115175,0,0,0,0,0,0,0,0,0.129357,0,0,0,0,0,0,0,0,0,0,0,0,0.10542,0,0,0.131598,-0.074652,0,0,0,0,-0.099209,0,0,0,-0.131683,0,-0.0754745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146351,0,0,0,0,0,0,0,0,0,0,0.0975657,0,0,0,0.151432,0,0,0,0,0.119873,-0.150306,0,0,0,0,0,0,0,0,0.0819222,0,0.239587,0,0,0,0,0,0,0,0.0741809,0,0,0.220763,0,0.207845,0.111316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.192617,-0.0977561,0,0,0,0,0,0,0,0,0,0,0,-0.108772,0,0,-0.128467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149324,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123809,0,-0.134777,0,0,0,0,0,0.161655,0,0,-0.128189,0,0,0,0,0.131199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TF26",0,0,0,0,0,0,-0.106774,0,0,0,0,0,0,0.0772168,0,0,-0.0950335,0,0,0.0766937,0.162882,0,0,0.19271,0,-1,0,0,0.27753,0,0,-0.0743297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143121,0,0,0,0,0,0,0,0,0,0,0.119955,0,0,0,0,0.181055,0,0,0,0,0,0.0886455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108555,0,-0.116729,0,0,0,0,0,0,0,0.0841943,0,0,0.100663,0,-0.0872595,0,0,0,0,0,-0.198388,0,0,0.116695,0,0,0,0,-0.108544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0917143,0,0,-0.102413,0,0.077892,0,0,0,0,0,0,0,-0.212497,0,0,0,0,0,0,0,-0.116416,0,0,0,0,0.0814335,0,0,0,-0.200789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.201806,0,0,0,0,0,0.0959558,0,0,0,0,0,0,0,0,-0.151059,0,0,0,-0.141353,0,0,0.0916446,0,0,0.0822986,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0891137,0,0,0,0,0,0,0,0,0,0,0,0,0.121023,0,0,0,0.238412,0,0,0,0,0,0,0,-0.0885615,0,0,0,0,0,0,0,0,0,0,0,0,0.160858,0,0,0.125199,0,0,0,0,0,0,0,0,0,0,0,-0.118325,0,0,0,0.101832,-0.107276,0.100323,0,0,0,0,0,0,0,0,0
